mof_name,LCD,PLD,LFPD,ASA,AV_VF,AV_cm3g,has_NASA,OMS,Metal_enc,Topology_enc,lig1_length,Metal,Topology,energy_mean,n_h2o
DIKPOD,-0.7670948764391696,-1.2993843097901738,-0.7596707944785641,-11.055725599299949,-0.1640422251145584,-0.8567979718631427,1.0,1,4,1,6.45428499084335,La,UNKNOWN,-0.5558370599999877,0.6666666666666666
DINNIZ,-0.5547464423110939,-0.35372157030253365,-0.637243117062556,0.26381189243076036,-0.21870951960336554,-0.16158307340857223,0.0,1,5,1,6.50555340216792,Mn,UNKNOWN,-1.0811347899999078,1.0
DIPMAS,-0.43575525381585184,-0.28195492216042567,-0.41980472360327376,0.36105021979564667,-0.2126353757712755,-0.8544316655626114,0.0,1,7,1,5.0071647155996,Other,UNKNOWN,-1.3627175662500406,1.0
DIRPIF,0.599752669057525,0.4100672496782444,0.5645259273699841,0.5969037330271116,0.7045603428742548,0.9260481904527111,0.0,1,8,0,15.9894431392492,Zn,Other,-0.8294394175000548,1.0
DITJIB,3.4059968757476904,1.603916803303525,3.4221307432875947,0.5889658476909151,2.6624593714178038,3.5318529584801923,0.0,1,7,1,18.821380095128,Other,UNKNOWN,-0.5625514650000696,1.0
DITJOH,3.2547773138176215,1.4564176072733361,3.2659775416312886,0.6531138318812936,2.569322499325762,4.1006073913773795,0.0,1,7,1,18.821380095128,Other,UNKNOWN,-0.6109095974999832,1.0
DITTEH,-0.40896206866170653,-0.06915690106009116,-0.4147073926884447,1.0219957365865178,0.6984861990421648,0.356489543543152,0.0,1,8,1,11.2454509911901,Zn,UNKNOWN,-0.9332104475000733,1.0
DITXOU,-0.8966072559031149,-1.1180669899753264,-0.892806314690313,0.6491811185260228,0.5101877402473876,0.2843661227080918,0.0,1,8,0,7.48537294701376,Zn,Other,-0.6611483499999338,1.0
DITYEM,-1.4541036337792612,-1.1677241641286902,-1.4382017015146955,-3.1909325530797656,-2.2596218471854725,-1.53757940441956,0.0,1,2,0,11.071134512379,Cu,Other,-1.017942328124974,1.0
DITYOW,-0.9364253812577132,-0.26312948708799033,-0.926365498784824,-1.3477944902741732,-0.8463710489192913,-0.7546974847224861,1.0,1,2,3,5.17214139809335,Cu,lvt,-0.7307735216666819,1.0
DIVNIH,-1.5284629274104355,-1.2896907851811243,-1.5125645437439306,-2.0471257538048504,-1.1642512427986471,-1.5213085463475922,0.0,0,7,1,3.71323140540068,Other,UNKNOWN,-0.8277057666666678,0.6666666666666666
DIVPUU,-0.7412817208914052,-0.09536072905368505,-0.7253457711108832,0.010789386266992612,0.09309653044390127,-0.3297016459874641,0.0,1,7,0,9.07989307284494,Other,Other,0.1930388149999942,0.5
DIVSUY,-0.2564933251829772,-0.661058850748483,-0.24053424017514463,0.7315350433423569,0.2793702746279822,-0.09015244148041154,0.0,1,7,1,11.2454509911901,Other,UNKNOWN,-0.2122871799999757,0.0
DIWNAA,-0.1342318896734896,0.46186328687307665,-0.11826697006621766,1.46618459229728,1.3889138812896835,2.1035284349813628,0.0,1,7,1,11.4439240728774,Other,UNKNOWN,-1.1077888549999813,1.0
DIXKOL,0.14603675564512966,-0.32228597270860476,0.16201505032258653,0.13113347297511,-0.534564998872025,-0.6348824658732495,0.0,1,1,1,7.2123879804177,Co,UNKNOWN,-0.8754220108332239,1.0
DIYKAZ,-1.2712733424509641,-1.1352759868231002,-1.2647911089263069,-1.8208671468657602,-1.98628537474144,-1.3862159517506525,0.0,0,0,1,7.53052594230738,Cd,UNKNOWN,-0.8635316800000226,1.0
DIYKED,-1.3050075437973891,-0.8013533858313482,-1.2977208610553648,-1.471741018524532,-1.6684051808620843,-1.230702540769313,1.0,0,0,1,7.55435566056735,Cd,UNKNOWN,-0.7738478628570776,1.0
DIYTEM,-0.6047755278990818,-0.8819030993805975,-0.5922125286490099,0.32484488114435095,-0.02636163158719459,-0.26461388364304905,0.0,1,0,1,10.4504382906591,Cd,UNKNOWN,0.265045930000042,0.5
DOCKOW,0.04374778177049504,-0.07202318716467,0.05972119498073263,-0.7698908923069885,-1.137929952859592,-0.8051764520903207,0.0,1,7,1,7.23408851877113,Other,UNKNOWN,-0.8273288758334729,1.0
DODMIT,0.08177766004906456,-0.4413230405247598,0.09775288813335102,0.1672786502176418,-0.34019239624515774,-0.7383856315133409,0.0,1,7,1,7.40672380304279,Other,UNKNOWN,-0.6742711699998836,1.0
DOGZIJ,-0.7512036681204957,-1.251763023803228,-0.7352681918383216,-0.6016327394370743,-0.6945174531170505,-0.4043134019383436,0.0,1,8,6,12.7156794985026,Zn,pcu,-0.6425177174999135,1.0
DOHNUL,-0.8385565745873186,-0.6113922508043702,-0.8226252669885643,-0.7034052055221154,-0.9516562086755107,-0.7055008022502917,0.0,1,8,2,7.41662549267381,Zn,dia,-1.2871584875000508,1.0
DOHYIJ01,-1.7040224312536536,-1.277745191555891,-1.6974454413185465,-3.7066822097186183,-2.176608548146914,-1.6541717008212597,0.0,1,7,1,6.14945683529228,Other,UNKNOWN,-1.008904182499947,1.0
DOKDEN,2.456086489523859,2.8632718279049505,2.472175025135639,0.6424124885021126,1.3403207306329663,1.7929568469514878,0.0,0,2,5,14.8867168177823,Cu,nbo,-0.6523627725000267,1.0
DOKHIV,-1.085350371232831,-0.924462215528654,-1.0694308412067965,-0.5524389353415785,-0.6337760147961544,-0.7611921282962203,0.0,1,2,1,7.26809201144628,Cu,UNKNOWN,-0.8373429124999916,1.0
DOLPIF,-1.529408688012815,-1.2477389534208612,-1.5749231543687643,-1.183240314633154,-0.9719033547824761,-0.9949212993298288,0.0,0,7,1,7.23408851877113,Other,UNKNOWN,-0.537677386666625,0.6666666666666666
DOLRAZ,-0.5734292687574792,-0.7813272151659142,-0.5663203688060562,-0.16538750188986354,-0.720838743056106,-0.2849828662412002,0.0,1,7,1,9.47274361025153,Other,UNKNOWN,-0.7337060916667042,1.0
DOLXOR,-0.0874554382729752,0.047914177248214555,-0.07148828638488648,1.1729604476829083,1.7574119404364525,0.724097334188924,0.0,1,2,1,1.1471687131167,Cu,UNKNOWN,-0.8803925656249962,1.0
DOLXOR01,-0.08652610614269783,0.045160152666502175,-0.07055890990472313,1.170235958293402,1.6865469290620738,0.7075437656352966,0.0,1,2,1,1.1471687131167,Cu,UNKNOWN,-0.7399317737500155,1.0
DOLXOR02,-0.08196318203912963,0.05172836386519743,-0.0704477575292867,1.1781250751392944,1.7736096573220244,0.7482181615087541,0.0,1,2,1,1.1471687131167,Cu,UNKNOWN,-0.8791603941666679,1.0
DONKOI,0.09616918583358901,-0.5213917212360493,0.11214510071488487,0.541544687381516,0.3077162791777339,0.31288718266636,1.0,1,6,1,16.6431288323797,Ni,UNKNOWN,-1.311698467499923,1.0
DONKUO,-0.64968530751427,-1.0299584938691024,-0.6337449865403302,-0.3973060687930055,-0.5507627157575966,-0.21897855909037492,0.0,1,5,0,17.4293203591685,Mn,Other,-1.0382355224999742,1.0
DONNAW,-0.14328896932063942,0.4699169315274478,-0.14026182138038454,0.42612159173091524,0.2955679915135549,-0.0020776680737553607,0.0,0,7,7,7.40672380304279,Other,rna,-0.15953649416663515,1.0
DONNAW01,-0.17157722819004395,0.5443714887136604,-0.1556140907889948,0.3679448393346494,0.21255469247499603,0.0038671643932667436,0.0,0,7,7,7.40672380304279,Other,rna,-0.7541579900000386,1.0
DONNEA,-0.4552191726914019,0.15162950313283427,-0.4392695713422032,0.3070885860125518,0.02830566290161144,-0.18552060493876496,0.0,0,7,7,7.40672380304279,Other,rna,-0.03985677500003251,0.5
DONNIE,0.12718800675946695,0.7928338732255324,0.14316540193088398,0.42821240102270114,0.4453968727050977,0.12707305119413093,0.0,0,7,7,7.40672380304279,Other,rna,-0.5620306824999375,1.0
DORFOG,-1.6312351411221526,-1.143275366777889,-1.6153416619841934,-1.8965777415574558,-0.9536809232862076,-0.6134800778724372,0.0,1,7,1,5.99651190907371,Other,UNKNOWN,-0.2896784049999894,1.0
DORYUG,-1.3158011951166932,-0.9899995049664269,-1.4032070979203637,-1.2366585690742833,-1.4841561512886996,-0.8887588698177749,0.0,0,2,0,9.43507860738909,Cu,Other,-0.9437229975003447,1.0
DOYBEA,-0.4573463102548037,0.055258241846370994,-0.4481046125006188,0.46118425294400867,0.1437143957113147,0.19020510899838206,0.0,0,7,7,5.9764457890595,Other,rna,-0.6776289174999732,1.0
DOYBUQ01,-1.2104459710869897,-1.1392695359855523,-1.2096861707931899,-0.5036202758685248,-0.5183672819864522,-1.0951854201730908,0.0,1,7,0,4.93583240247895,Other,Other,-0.8336367174998713,1.0
DOYHOQ,0.0015456754128839914,-0.6746541243679817,0.01751707464066613,0.9542717951222005,0.7308816328133091,0.5921661428168834,0.0,1,8,1,14.7678611084668,Zn,UNKNOWN,0.061411109999880864,0.6666666666666666
DOYHUW,0.025004023207709638,-0.03896355134944178,0.04097654192228924,0.9887970140803984,0.8240185049053496,0.6578610883009651,0.0,1,8,1,14.7678611084668,Zn,UNKNOWN,-1.0704763299999058,1.0
DOYLEI,-0.18607820950524095,-0.6765530982515546,-0.17011576412467316,0.5169276550647259,0.34821057139166467,0.0791790223596512,0.0,1,7,0,7.27718962627903,Other,Other,-0.9132227499999743,1.0
DOZCEC,3.201772596152717,2.4321066387137744,3.217896717636048,0.678945883802995,2.433666620409095,3.9449136408122705,0.0,1,5,0,22.26,Mn,Other,-0.6995851000000926,1.0
DOZKIO,-0.16528265017491778,-0.3177379331244528,-0.15528129016118666,0.8657910551094348,0.682288482156592,0.4017296374711386,0.0,1,7,0,17.7750471139471,Other,Other,-0.7209846424999,1.0
DUBKAO,0.14931873197123194,0.31064916492733535,0.1652971832722157,0.13923989072372703,-0.2531296679852062,-0.06105040397127298,0.0,0,6,1,11.603595003614,Ni,UNKNOWN,-0.1940184400000362,0.5
DUBWON,-0.6707221570708468,-0.3155591706743211,-0.6601540320911692,0.6706433530864894,0.5486573178506209,-0.06908545153185956,0.0,1,8,1,7.16857636337081,Zn,UNKNOWN,-0.6067520945000183,1.0
